16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,4,4,4,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,16,16,16,17,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,18,7,7,7,7,7,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,18,14,17,16,16,16,16,16,16,16,16,16,16,16,17,0,17,16,16,16,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,4,7,7,7,7,7,4,16,16,16,16,16,16,16,16,16,17,17,17,16,16,16,16,16,16,16,0,17,0,17,0,4,4,18,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,4,2,2,2,2,17,16,16,16,16,16,16,16,16,16,16,17,17,17,0,0,0,0,0,0,17,16,16,16,16,16,16,0,0,0,16,16,16,16,16,0,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,18,7,7,7,7,4,16,16,16,16,16,16,16,16,16,16,17,17,17,17,16,16,17,16,16,16,17,17,17,18,9,1,5,17,16,16,16,0,17,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,17,16,16,16,16,16,16,16,16,16,16,16,4,4,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,4,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,17,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,18,2,2,2,2,4,17,16,16,16,16,16,4,18,18,17,17,18,18,17,0,0,17,17,17,17,17,17,16,16,16,16,16,0,16,0,16,16,16,16,17,17,17,16,16,16,16,16,16,0,17,16,16,0,0,0,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,14,7,7,7,7,4,16,16,0,0,16,16,16,16,4,18,2,18,17,0,17,17,17,17,17,17,17,17,18,9,7,7,5,4,4,4,17,17,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,17,17,0,16,16,16,16,16,16,16,16,16,16,4,18,2,18,4,4,4,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,4,4,2,2,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,17,0,17,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,17,14,2,2,2,2,2,17,16,16,16,16,16,4,7,7,7,7,7,2,18,0,0,17,17,0,17,17,17,0,16,16,0,0,0,0,16,17,0,0,17,17,17,17,17,16,16,16,16,16,16,17,17,17,0,0,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,4,7,7,7,7,7,18,17,17,17,0,0,16,16,4,14,2,18,0,0,17,17,17,17,17,17,0,17,4,7,7,7,18,4,4,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,17,17,17,0,0,0,16,16,16,16,16,16,16,16,16,17,2,2,2,2,2,2,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,16,16,16,16,16,16,16,16,16,14,2,2,2,4,16,16,16,16,16,16,16,16,16,16,16,0,17,17,0,0,16,17,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,4,13,18,2,2,2,2,2,2,17,16,16,16,16,4,4,7,7,7,7,7,7,18,17,0,17,18,18,18,17,17,16,16,16,16,16,0,0,17,17,0,17,17,17,17,17,17,17,17,16,16,16,16,0,17,17,17,17,17,17,17,17,17,0,17,17,16,16,16,16,16,16,16,16,16,16,0,17,17,7,7,7,7,7,18,17,0,18,14,14,18,1,14,14,2,18,17,0,17,6,17,17,17,17,4,17,18,7,7,7,18,17,17,0,0,17,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,17,17,17,17,17,0,17,17,16,17,0,16,16,16,16,16,16,16,17,2,2,2,2,2,18,17,4,17,17,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,17,16,16,16,16,16,16,16,16,16,4,2,2,2,2,2,4,4,16,16,16,0,0,0,0,16,17,17,0,0,0,16,16,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,17,4,18,2,2,2,2,2,2,18,0,4,4,18,7,7,7,7,7,4,17,17,17,17,4,18,10,3,10,18,17,16,16,16,0,17,0,17,17,18,17,17,18,8,10,17,17,17,17,16,17,17,17,17,4,17,17,17,18,18,0,17,4,17,17,17,16,16,16,16,16,16,16,16,0,17,17,18,7,7,7,7,7,4,17,4,14,7,14,1,9,14,18,4,17,0,0,4,18,18,18,17,17,14,14,7,7,7,7,7,4,17,0,16,16,16,0,16,16,16,0,16,16,16,16,16,16,16,16,16,16,17,17,17,0,17,17,6,17,17,17,17,17,17,16,16,16,16,16,16,16,17,18,14,2,2,2,2,2,2,18,18,17,16,16,16,16,16,16,16,16,16,16
